id,name,category,categories,description,retailPrice,currency,clinicUsePrice,b2bPrice,price,shippingRate,image,images,badge,requiresConsult,consultProgramId,active,sortOrder,subStore,notificationEmails,shipStationEnabled,shipStationSku,shipStationIntegration,easyShipEnabled,easyShipSku,easyShipIntegration,netSuiteEnabled,netSuiteItemId,netSuiteIntegration
vyta-tesa-12mg-ipam-6mg-case,Vyta- Tesa 12mg + IPAM 6mg (Case),Peptides,Peptides,Case,1999.90,CAD,,,CA$1999.90,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Tesamorelin%2012mg%20+%20Ipamorelin%206mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Tesamorelin%2012mg%20+%20Ipamorelin%206mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,tesa-12mg-ipam-6mg-case,puramass,,,
vyta-tesa-12mg-ipam-6mg-vial,Vyta- Tesa 12mg + IPAM 6mg (Single Vial),Peptides,Peptides,Single Vial,199.99,CAD,,,CA$199.99,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads/Tesamorelin%2012mg%20+%20Ipamorelin%206mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads/Tesamorelin%2012mg%20+%20Ipamorelin%206mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,tesa-12mg-ipam-6mg-vial,puramass,,,
vyta-selnk-10mg-case,Vyta- Selnk 10mg (Case),Peptides,Peptides,Case,500.00,CAD,,,CA$500.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Selank%2010mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Selank%2010mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,selnk-10mg-case,puramass,,,
vyta-selnk-10mg-vial,Vyta- Selnk 10mg (Single Vial),Peptides,Peptides,Single Vial,50.00,CAD,,,CA$50.00,,https://puramass.com/images/products/Selank 10mg.jpg,https://puramass.com/images/products/Selank 10mg.jpg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,selnk-10mg-vial,puramass,,,
vyta-cjc-1295-without-dac-ipam-10mg-case,Vyta- CJC 1295 without DAC + IPAM 10mg (Case),Peptides,Peptides,Case,800.00,CAD,,,CA$800.00,,,,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,cjc-1295-without-dac-ipam-10mg-case,puramass,,,
vyta-cjc-1295-without-dac-ipam-10mg-vial,Vyta- CJC 1295 without DAC + IPAM 10mg (Single Vial),Peptides,Peptides,Single Vial,80.00,CAD,,,CA$80.00,,https://swpcvpkcfxihxmjpjqow.supabase.co/storage/v1/object/public/products/CJC-1295%20without%20DAC%20+%20IPA%2010mg.JPG,https://swpcvpkcfxihxmjpjqow.supabase.co/storage/v1/object/public/products/CJC-1295%20without%20DAC%20+%20IPA%2010mg.JPG,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,cjc-1295-without-dac-ipam-10mg-vial,puramass,,,
vyta-thymosin-alpha1-10mg-case,Vyta- Thymosin (Alpha1) 10mg (Case),Peptides,Peptides,Case,750.00,CAD,,,CA$750.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Thymosin%20Alpha-1%2010mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Thymosin%20Alpha-1%2010mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,thymosin-alpha1-10mg-case,puramass,,,
vyta-thymosin-alpha1-10mg-vial,Vyta- Thymosin (Alpha1) 10mg (Single Vial),Peptides,Peptides,Single Vial,75.00,CAD,,,CA$75.00,,https://puramass.com/images/products/Thymosin Alpha-1 10mg.jpg,https://puramass.com/images/products/Thymosin Alpha-1 10mg.jpg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,thymosin-alpha1-10mg-vial,puramass,,,
vyta-l-carnitine-1200mg-case,Vyta- L Carnitine 1200mg (Case),Peptides,Peptides,Case,1250.00,CAD,,,CA$1250.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/L-Carnitine%201200mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/L-Carnitine%201200mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,l-carnitine-1200mg-case,puramass,,,
vyta-l-carnitine-1200mg-vial,Vyta- L Carnitine 1200mg (Single Vial),Peptides,Peptides,Single Vial,125.00,CAD,,,CA$125.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads/L-Carnitine%201200mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads/L-Carnitine%201200mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,l-carnitine-1200mg-vial,puramass,,,
vyta-glp-3-30mg-pens-case,Vyta- GLP-3 30mg Pens (Case),Peptides,Peptides,Case,4990.00,CAD,,,CA$4990.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads-2/RT30.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads-2/RT30.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,glp-3-30mg-pens-case,puramass,,,
vyta-glp-3-30mg-pens-vial,Vyta- GLP-3 30mg Pens (Single Vial),Peptides,Peptides,Single Vial,499.00,CAD,,,CA$499.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads-2/RT30.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads-2/RT30.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,glp-3-30mg-pens-vial,puramass,,,
vyta-sermorlin-acetate-10mg-case,Vyta- Sermorlin Acetate 10mg (Case),Peptides,Peptides,Case,2700.00,CAD,,,CA$2700.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Sermorelin%20Acetate%2010mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Sermorelin%20Acetate%2010mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,sermorlin-acetate-10mg-case,puramass,,,
vyta-sermorlin-acetate-10mg-vial,Vyta- Sermorlin Acetate 10mg (Single Vial),Peptides,Peptides,Single Vial,270.00,CAD,,,CA$270.00,,https://swpcvpkcfxihxmjpjqow.supabase.co/storage/v1/object/public/products/Sermorelin%20Acetate%2010mg.jpg,https://swpcvpkcfxihxmjpjqow.supabase.co/storage/v1/object/public/products/Sermorelin%20Acetate%2010mg.jpg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,sermorlin-acetate-10mg-vial,puramass,,,
vyta-peg-mgf-2mg-case,Vyta- PEG MGF 2mg (Case),Peptides,Peptides,Case,1250.00,CAD,,,CA$1250.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/PEG%20MGF%202mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/PEG%20MGF%202mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,peg-mgf-2mg-case,puramass,,,
vyta-peg-mgf-2mg-vial,Vyta- PEG MGF 2mg (Single Vial),Peptides,Peptides,Single Vial,125.00,CAD,,,CA$125.00,,https://swpcvpkcfxihxmjpjqow.supabase.co/storage/v1/object/public/products/PEG%20MGF%202mg.jpg,https://swpcvpkcfxihxmjpjqow.supabase.co/storage/v1/object/public/products/PEG%20MGF%202mg.jpg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,peg-mgf-2mg-vial,puramass,,,
vyta-cjc-1295-with-dac-5mg-case,Vyta- CJC 1295 with DAC 5mg (Case),Peptides,Peptides,Case,750.00,CAD,,,CA$750.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/CJC-1295%20with%20DAC%205mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/CJC-1295%20with%20DAC%205mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,cjc-1295-with-dac-5mg-case,puramass,,,
vyta-cjc-1295-with-dac-5mg-vial,Vyta- CJC 1295 with DAC 5mg (Single Vial),Peptides,Peptides,Single Vial,75.00,CAD,,,CA$75.00,,https://puramass.com/images/products/CJC-1295 with DAC 5mg.jpg,https://puramass.com/images/products/CJC-1295 with DAC 5mg.jpg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,cjc-1295-with-dac-5mg-vial,puramass,,,
vyta-cagri-5mg-case,Vyta- Cagri 5mg (Case),Peptides,Peptides,Case,1200.00,CAD,,,CA$1200.00,,https://swpcvpkcfxihxmjpjqow.supabase.co/storage/v1/object/public/product-boxes/Cagrilintide%205mg.png,https://swpcvpkcfxihxmjpjqow.supabase.co/storage/v1/object/public/product-boxes/Cagrilintide%205mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,cagri-5mg-case,puramass,,,
vyta-cagri-5mg-vial,Vyta- Cagri 5mg (Single Vial),Peptides,Peptides,Single Vial,120.00,CAD,,,CA$120.00,,https://puramass.com/images/products/Cagrilintide 5mg.jpg,https://puramass.com/images/products/Cagrilintide 5mg.jpg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,cagri-5mg-vial,puramass,,,
vyta-glutathione-1500mg-case,Vyta- Glutathione 1500mg (Case),Peptides,Peptides,Case,1200.00,CAD,,,CA$1200.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Glutathione%201500mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Glutathione%201500mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,glutathione-1500mg-case,puramass,,,
vyta-glutathione-1500mg-vial,Vyta- Glutathione 1500mg (Single Vial),Peptides,Peptides,Single Vial,120.00,CAD,,,CA$120.00,,https://puramass.com/images/products/Glutathione 1500mg.jpg,https://puramass.com/images/products/Glutathione 1500mg.jpg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,glutathione-1500mg-vial,puramass,,,
vyta-kisspeptin10-5mg-case,Vyta- KissPeptin10 5mg (Case),Peptides,Peptides,Case,550.00,CAD,,,CA$550.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/KissPeptin-10%205mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/KissPeptin-10%205mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,kisspeptin10-5mg-case,puramass,,,
vyta-kisspeptin10-5mg-vial,Vyta- KissPeptin10 5mg (Single Vial),Peptides,Peptides,Single Vial,55.00,CAD,,,CA$55.00,,https://puramass.com/images/products/KissPeptin 5mg.jpg,https://puramass.com/images/products/KissPeptin 5mg.jpg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,kisspeptin10-5mg-vial,puramass,,,
vyta-semx-10mg-case,Vyta- Semx 10mg (Case),Peptides,Peptides,Case,500.00,CAD,,,CA$500.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Semax%2010mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Semax%2010mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,semx-10mg-case,puramass,,,
vyta-semx-10mg-vial,Vyta- Semx 10mg (Single Vial),Peptides,Peptides,Single Vial,50.00,CAD,,,CA$50.00,,https://puramass.com/images/products/Semax 10mg.jpg,https://puramass.com/images/products/Semax 10mg.jpg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,semx-10mg-vial,puramass,,,
vyta-ahk-cu-50mg-case,Vyta- AHK Cu 50mg (Case),Peptides,Peptides,Case,700.00,CAD,,,CA$700.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/AHK-Cu%2050mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/AHK-Cu%2050mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,ahk-cu-50mg-case,puramass,,,
vyta-ahk-cu-50mg-vial,Vyta- AHK Cu 50mg (Single Vial),Peptides,Peptides,Single Vial,70.00,CAD,,,CA$70.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads/AHK-Cu%2050mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads/AHK-Cu%2050mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,ahk-cu-50mg-vial,puramass,,,
vyta-mgf-2mg-case,Vyta- MGF 2mg (Case),Peptides,Peptides,Case,2000.00,CAD,,,CA$2000.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/MGF%202mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/MGF%202mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,mgf-2mg-case,puramass,,,
vyta-mgf-2mg-vial,Vyta- MGF 2mg (Single Vial),Peptides,Peptides,Single Vial,200.00,CAD,,,CA$200.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads-2/MGF%202mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads-2/MGF%202mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,mgf-2mg-vial,puramass,,,
vyta-sermorlin-acetate-5mg-case,Vyta- Sermorlin Acetate 5mg (Case),Peptides,Peptides,Case,1500.00,CAD,,,CA$1500.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Sermorelin%20Acetate%205mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Sermorelin%20Acetate%205mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,sermorlin-acetate-5mg-case,puramass,,,
vyta-sermorlin-acetate-5mg-vial,Vyta- Sermorlin Acetate 5mg (Single Vial),Peptides,Peptides,Single Vial,150.00,CAD,,,CA$150.00,,https://swpcvpkcfxihxmjpjqow.supabase.co/storage/v1/object/public/products/Sermorelin%20Acetate%205mg.jpg,https://swpcvpkcfxihxmjpjqow.supabase.co/storage/v1/object/public/products/Sermorelin%20Acetate%205mg.jpg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,sermorlin-acetate-5mg-vial,puramass,,,
vyta-bacteriostatic-water-30ml-case,Vyta- Bacteriostatic Water 30mL (Case),Peptides,Peptides,Case,300.00,CAD,,,CA$300.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Bacteriostatic%20Water%2030mL.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Bacteriostatic%20Water%2030mL.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,bacteriostatic-water-30ml-case,puramass,,,
vyta-bacteriostatic-water-30ml-vial,Vyta- Bacteriostatic Water 30mL (Single Vial),Peptides,Peptides,Single Vial,30.00,CAD,,,CA$30.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads-2/Bacteriostatic%20Water%2030ML.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads-2/Bacteriostatic%20Water%2030ML.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,bacteriostatic-water-30ml-vial,puramass,,,
vyta-cjc-1295-without-dac-5mg-case,Vyta- CJC 1295 without DAC 5mg (Case),Peptides,Peptides,Case,650.00,CAD,,,CA$650.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/CJC-1295%20without%20DAC%205mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/CJC-1295%20without%20DAC%205mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,cjc-1295-without-dac-5mg-case,puramass,,,
vyta-cjc-1295-without-dac-5mg-vial,Vyta- CJC 1295 without DAC 5mg (Single Vial),Peptides,Peptides,Single Vial,65.00,CAD,,,CA$65.00,,https://puramass.com/images/products/CJC-1295 WITHOUT DAC 5MG.jpg,https://puramass.com/images/products/CJC-1295 WITHOUT DAC 5MG.jpg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,cjc-1295-without-dac-5mg-vial,puramass,,,
vyta-mt1-10mg-case,Vyta- MT1 10mg (Case),Peptides,Peptides,Case,500.00,CAD,,,CA$500.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/MT-1%2010mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/MT-1%2010mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,mt1-10mg-case,puramass,,,
vyta-mt1-10mg-vial,Vyta- MT1 10mg (Single Vial),Peptides,Peptides,Single Vial,50.00,CAD,,,CA$50.00,,https://puramass.com/images/products/MT-1 10mg.jpg,https://puramass.com/images/products/MT-1 10mg.jpg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,mt1-10mg-vial,puramass,,,
vyta-ghrp-2-acetate-10mg-case,Vyta- GHRP 2 Acetate 10mg (Case),Peptides,Peptides,Case,1100.00,CAD,,,CA$1100.00,,https://swpcvpkcfxihxmjpjqow.supabase.co/storage/v1/object/public/product-boxes/GHRP-2%20Acetate%2010mg.png,https://swpcvpkcfxihxmjpjqow.supabase.co/storage/v1/object/public/product-boxes/GHRP-2%20Acetate%2010mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,ghrp-2-acetate-10mg-case,puramass,,,
vyta-ghrp-2-acetate-10mg-vial,Vyta- GHRP 2 Acetate 10mg (Single Vial),Peptides,Peptides,Single Vial,110.00,CAD,,,CA$110.00,,https://swpcvpkcfxihxmjpjqow.supabase.co/storage/v1/object/public/products/GHRP-2%20Acetate%2010mg.jpg,https://swpcvpkcfxihxmjpjqow.supabase.co/storage/v1/object/public/products/GHRP-2%20Acetate%2010mg.jpg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,ghrp-2-acetate-10mg-vial,puramass,,,
vyta-slupp332-5mg-case,Vyta- SLUPP332 5mg (Case),Peptides,Peptides,Case,1400.00,CAD,,,CA$1400.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/SLU-PP-332%205mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/SLU-PP-332%205mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,slupp332-5mg-case,puramass,,,
vyta-slupp332-5mg-vial,Vyta- SLUPP332 5mg (Single Vial),Peptides,Peptides,Single Vial,140.00,CAD,,,CA$140.00,,https://puramass.com/images/products/SLU-PP-332 5mg.jpg,https://puramass.com/images/products/SLU-PP-332 5mg.jpg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,slupp332-5mg-vial,puramass,,,
vyta-hgh-191aa-36-iu-case,Vyta- HGH 191AA 36 IU (Case),Peptides,Peptides,Case,2000.00,CAD,,,CA$2000.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/HGH%20191AA%20(Somatropin)%2036%20IU.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/HGH%20191AA%20(Somatropin)%2036%20IU.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,hgh-191aa-36-iu-case,puramass,,,
vyta-hgh-191aa-36-iu-vial,Vyta- HGH 191AA 36 IU (Single Vial),Peptides,Peptides,Single Vial,200.00,CAD,,,CA$200.00,,https://puramass.com/images/products/HGH 191AA (Somatropin) 36 IU.jpg,https://puramass.com/images/products/HGH 191AA (Somatropin) 36 IU.jpg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,hgh-191aa-36-iu-vial,puramass,,,
vyta-thymalin-10mg-case,Vyta- Thymalin 10mg (Case),Peptides,Peptides,Case,750.00,CAD,,,CA$750.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Thymalin%2010mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Thymalin%2010mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,thymalin-10mg-case,puramass,,,
vyta-thymalin-10mg-vial,Vyta- Thymalin 10mg (Single Vial),Peptides,Peptides,Single Vial,75.00,CAD,,,CA$75.00,,https://puramass.com/images/products/Thymalin 10mg.jpg,https://puramass.com/images/products/Thymalin 10mg.jpg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,thymalin-10mg-vial,puramass,,,
vyta-vip-10mg-case,Vyta- VIP 10mg (Case),Peptides,Peptides,Case,800.00,CAD,,,CA$800.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/VIP%2010mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/VIP%2010mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,vip-10mg-case,puramass,,,
vyta-vip-10mg-vial,Vyta- VIP 10mg (Single Vial),Peptides,Peptides,Single Vial,80.00,CAD,,,CA$80.00,,https://puramass.com/images/products/VIP 10mg.jpg,https://puramass.com/images/products/VIP 10mg.jpg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,vip-10mg-vial,puramass,,,
vyta-hgh-191aa-15-iu-case,Vyta- HGH 191AA 15 IU (Case),Peptides,Peptides,Case,1000.00,CAD,,,CA$1000.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/HGH%20191AA%20(Somatropin)%2015%20IU.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/HGH%20191AA%20(Somatropin)%2015%20IU.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,hgh-191aa-15-iu-case,puramass,,,
vyta-hgh-191aa-15-iu-vial,Vyta- HGH 191AA 15 IU (Single Vial),Peptides,Peptides,Single Vial,100.00,CAD,,,CA$100.00,,https://swpcvpkcfxihxmjpjqow.supabase.co/storage/v1/object/public/products/HGH15IU.jpeg,https://swpcvpkcfxihxmjpjqow.supabase.co/storage/v1/object/public/products/HGH15IU.jpeg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,hgh-191aa-15-iu-vial,puramass,,,
vyta-sema-30mg-case,Vyta- Sema 30mg (Case),Peptides,Peptides,Case,3000.00,CAD,,,CA$3000.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/products/1784124381635-lcj5b7.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/products/1784124381635-lcj5b7.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,sema-30mg-case,puramass,,,
vyta-sema-30mg-vial,Vyta- Sema 30mg (Single Vial),Peptides,Peptides,Single Vial,300.00,CAD,,,CA$300.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/products/1784123837859-sdpn29.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/products/1784123837859-sdpn29.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,sema-30mg-vial,puramass,,,
vyta-tesa-20mg-case,Vyta- Tesa 20mg (Case),Peptides,Peptides,Case,3400.00,CAD,,,CA$3400.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Tesamorelin%2020mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Tesamorelin%2020mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,tesa-20mg-case,puramass,,,
vyta-tesa-20mg-vial,Vyta- Tesa 20mg (Single Vial),Peptides,Peptides,Single Vial,340.00,CAD,,,CA$340.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads-2/Tesamorelin%2020mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads-2/Tesamorelin%2020mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,tesa-20mg-vial,puramass,,,
vyta-p21-10mg-case,Vyta- P21 10mg (Case),Peptides,Peptides,Case,500.00,CAD,,,CA$500.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/P21%2010mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/P21%2010mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,p21-10mg-case,puramass,,,
vyta-p21-10mg-vial,Vyta- P21 10mg (Single Vial),Peptides,Peptides,Single Vial,50.00,CAD,,,CA$50.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads/P21%2010mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads/P21%2010mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,p21-10mg-vial,puramass,,,
vyta-hcg-10000-iu-case,Vyta- HCG 10000 IU (Case),Peptides,Peptides,Case,2600.00,CAD,,,CA$2600.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/HCG%2010000%20IU.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/HCG%2010000%20IU.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,hcg-10000-iu-case,puramass,,,
